id,Time,Is_CH,who_CH,Dist_To_CH,ADV_S,ADV_R,JOIN_S,JOIN_R,SCH_S,SCH_R,Rank,DATA_S,DATA_R,Data_Sent_To_BS,dist_CH_To_BS,send_code,Expaned_Energy,Attack_type
12617,553,1,111002,0,1,26,0,6,1,0,0,0,771,126,148.64121,0,2.66638,Normal
12618,553,0,111054,167.55881,0,27,1,0,0,1,29,7,0,0,0,11,0.04319,Normal
12619,553,0,111002,15.07767,0,27,1,0,0,1,6,131,0,5,134.94822,1,0.21725,Normal
12620,553,0,111054,119.45175,0,27,1,0,0,1,3,19,0,0,0,11,0.0574,Normal
12621,553,0,111054,154.08651,0,27,1,0,0,1,13,19,0,0,0,11,0.09138,Normal
12622,553,0,111054,97.43611,0,27,1,0,0,1,52,19,0,0,0,11,0.0459,Normal
12623,553,0,111054,167.13381,0,27,1,0,0,1,2,19,0,0,0,11,0.11204,Normal
12624,553,1,111011,0,1,27,0,0,0,1,0,0,0,13,112.46476,0,1.88564,Normal
12625,553,0,111002,12.78153,0,27,1,0,0,1,1,131,0,4,157.75032,1,0.21759,Normal
12626,553,0,111002,15.26558,0,27,1,0,0,1,2,131,0,4,135.07918,1,0.21768,Normal
12627,553,0,111054,154.07296,0,27,1,0,0,1,45,19,0,0,0,11,0.0908,Normal
12628,553,0,111054,213.85247,0,27,1,0,0,1,10,19,0,0,0,11,0.23622,Normal
12629,553,0,111054,111.52277,0,27,1,0,0,1,69,19,0,0,0,11,0.05161,Normal
12630,553,0,111054,166.52326,0,27,1,0,0,1,39,19,0,0,0,11,0.11032,Normal
12631,553,0,111054,123.73026,0,27,1,0,0,1,67,19,0,0,0,11,0.05915,Normal
12632,553,0,111054,123.95204,0,27,1,0,0,1,26,19,0,0,0,11,0.06009,Normal
12633,553,0,111034,29.44694,0,27,1,0,0,1,10,85,0,8,160.0438,2,0.14499,Normal
12634,553,0,111054,157.90985,0,27,1,0,0,1,68,19,0,0,0,11,0.09583,Normal
12635,553,0,111054,145.08934,0,27,1,0,0,1,58,19,0,0,0,11,0.0791,Normal
12636,553,0,111054,139.66488,0,27,1,0,0,1,27,19,0,0,0,11,0.07375,Normal
12637,553,0,111054,104.42889,0,27,1,0,0,1,64,19,0,0,0,11,0.04832,Normal
12638,553,0,111054,145.21148,0,27,1,0,0,1,51,19,0,0,0,11,0.07943,Normal
12639,553,0,111054,115.76283,0,27,1,0,0,1,24,19,0,0,0,11,0.05478,Normal
12640,553,0,111054,140.40525,0,27,1,0,0,1,17,19,0,0,0,11,0.07472,Normal
12641,553,0,111054,136.02094,0,27,1,0,0,1,34,19,0,0,0,11,0.21946,Normal
12642,553,0,111034,11.50538,0,27,1,0,0,1,2,85,0,1,176.40744,2,0.14325,Normal
12643,553,0,111034,22.84696,0,27,1,0,0,1,7,85,0,8,143.4233,2,0.14409,Normal
12644,553,0,111034,13.57297,0,27,1,0,0,1,1,0,0,0,0,2,0.10422,Normal
12645,553,1,111034,0,24,3,0,12,1,0,0,0,926,77,165.46205,0,2.46138,Flooding
12646,553,0,111054,97.03212,0,27,1,0,0,1,66,19,0,0,0,11,0.04543,Normal
12647,553,0,111054,124.10565,0,27,1,0,0,1,49,19,0,0,0,11,0.1448,Normal
12648,553,0,111054,158.35706,0,27,1,0,0,1,32,19,0,0,0,11,0.09717,Normal
12649,553,0,111054,157.53498,0,27,1,0,0,1,60,19,0,0,0,11,0.09542,Normal
12650,553,0,111054,108.46196,0,27,1,0,0,1,70,19,0,0,0,11,0.05008,Normal
12651,553,0,111054,127.26198,0,27,1,0,0,1,16,19,0,0,0,11,0.0628,Normal
12652,553,0,111054,97.38555,0,27,1,0,0,1,57,19,0,0,0,11,0.04572,Normal
12653,553,0,111054,106.17992,0,27,1,0,0,1,21,19,0,0,0,11,0.04988,Normal
12654,553,0,111054,161.60377,0,27,1,0,0,1,15,19,0,0,0,11,0.10254,Normal
12655,553,0,111054,160.81469,0,27,1,0,0,1,62,19,0,0,0,11,0.13873,Normal
12656,553,0,111054,139.52441,0,27,1,0,0,1,61,19,0,0,0,11,0.07298,Normal
12657,553,0,111034,38.82701,0,27,1,0,0,1,4,85,0,8,142.88258,2,0.14772,Normal
12658,553,0,111034,31.81607,0,27,1,0,0,1,8,85,0,8,170.03658,2,0.14554,Normal
12659,553,0,111054,89.0525,0,27,1,0,0,1,23,19,0,0,0,11,0.04383,Normal
12660,553,0,111054,148.72822,0,27,1,0,0,1,46,19,0,0,0,11,0.08374,Normal
12661,553,0,111034,23.72523,0,27,1,0,0,1,6,85,0,8,145.34528,2,0.14449,Normal
12662,553,0,111054,100.84439,0,27,1,0,0,1,1,19,0,0,0,11,0.04798,Normal
12663,553,1,111054,0,18,25,0,70,1,0,0,0,1299,19,201.93494,0,2.34227,Flooding
12664,553,0,111054,106.02487,0,27,1,0,0,1,28,19,0,0,0,11,0.0497,Normal
12665,553,0,111054,96.13848,0,27,1,0,0,1,53,19,0,0,0,11,0.04543,Normal
12666,553,0,111054,146.50946,0,27,1,0,0,1,22,19,0,0,0,11,0.08145,Normal
12667,553,0,111034,31.83916,0,27,1,0,0,1,12,85,0,8,145.47059,2,0.14535,Normal
12668,553,0,111034,24.91036,0,27,1,0,0,1,5,85,0,7,146.47911,2,0.14472,Normal
12669,553,0,111054,92.0624,0,27,1,0,0,1,36,19,0,0,0,11,0.04444,Normal
12670,553,0,111054,133.28054,0,27,1,0,0,1,19,19,0,0,0,11,0.06776,Normal
12671,553,0,111054,121.15535,0,27,1,0,0,1,31,19,0,0,0,11,0.0581,Normal
12672,553,1,111063,0,8,27,0,0,0,1,0,0,0,13,123.96292,0,1.89572,Flooding
12673,553,0,111054,110.17542,0,27,1,0,0,1,50,19,0,0,0,11,0.0513,Normal
12674,553,0,111002,4.65833,0,27,1,0,0,1,4,124,0,0,0,1,0.20511,Normal
12675,553,0,111054,79.05696,0,27,1,0,0,1,41,19,0,0,0,11,0.04196,Normal
12676,553,1,111067,0,1,27,0,0,0,1,0,0,0,13,87.59683,0,1.85672,Normal
12677,553,0,111054,164.71635,0,27,1,0,0,1,25,19,0,0,0,11,0.10746,Normal
12678,553,0,111054,158.71753,0,27,1,0,0,1,63,19,0,0,0,11,0.09713,Normal
12679,553,0,111034,21.365,0,27,1,0,0,1,11,85,0,7,145.17662,2,0.14364,Normal
12680,553,0,111054,118.92731,0,27,1,0,0,1,44,19,0,0,0,11,0.05638,Normal
12681,553,0,111054,140.23607,0,27,1,0,0,1,33,19,0,0,0,11,0.07423,Normal
12682,553,0,111054,110.11793,0,27,1,0,0,1,30,19,0,0,0,11,0.05159,Normal
12683,553,0,111054,146.08718,0,27,1,0,0,1,55,19,0,0,0,11,0.08042,Normal
12684,553,0,111054,118.81077,0,27,1,0,0,1,40,19,0,0,0,11,0.05636,Normal
12685,553,0,111054,121.40777,0,27,1,0,0,1,48,19,0,0,0,11,0.05793,Normal
12686,553,0,111002,10.48913,0,27,1,0,0,1,5,131,0,2,139.28578,1,0.21677,Normal
12687,553,0,111054,103.418,0,27,1,0,0,1,20,19,0,0,0,11,0.04874,Normal
12688,553,0,111054,105.14618,0,27,1,0,0,1,65,19,0,0,0,11,0.04863,Normal
12689,553,0,111054,91.01503,0,27,1,0,0,1,54,19,0,0,0,11,0.04379,Normal
12690,553,0,111054,106.35326,0,27,1,0,0,1,47,1,0,0,0,11,0.00835,Normal
12691,553,0,111054,106.54232,0,27,1,0,0,1,11,19,0,0,0,11,0.05029,Normal
12692,553,0,111054,167.29115,0,27,1,0,0,1,7,19,0,0,0,11,0.15191,Normal
12693,553,0,111054,151.84085,0,27,1,0,0,1,18,19,0,0,0,11,0.08824,Normal
12694,553,0,111054,114.87851,0,27,1,0,0,1,56,19,0,0,0,11,0.05367,Normal
12695,553,0,111002,2.37132,0,27,1,0,0,1,3,128,0,2,147.85653,1,0.21167,Normal
12696,553,0,111054,169.60192,0,27,1,0,0,1,42,19,0,0,0,11,0.11582,Normal
12697,553,0,111054,115.31525,0,27,1,0,0,1,43,19,0,0,0,11,0.05424,Normal
12698,553,0,111054,104.24619,0,27,1,0,0,1,5,19,0,0,0,11,0.04931,Normal
12699,553,0,111054,170.71234,0,27,1,0,0,1,14,19,0,0,0,11,0.1184,Normal
12700,553,0,111054,125.2708,0,27,1,0,0,1,6,19,0,0,0,11,0.06147,Normal
12701,553,0,111034,27.2219,0,27,1,0,0,1,3,85,0,8,139.05389,2,0.14527,Normal
12702,553,0,111034,12.61712,0,27,1,0,0,1,9,85,0,8,152.91177,2,0.14273,Normal
12703,553,0,111054,107.36022,0,27,1,0,0,1,12,19,0,0,0,11,0.05062,Normal
12704,553,0,111054,149.57054,0,27,1,0,0,1,38,19,0,0,0,11,0.08492,Normal
12705,553,0,111054,153.32939,0,27,1,0,0,1,37,19,0,0,0,11,0.09079,Normal
12706,553,0,111054,74.28449,0,27,1,0,0,1,9,19,0,0,0,11,0.042,Normal
12707,553,0,111054,118.60787,0,27,1,0,0,1,59,19,0,0,0,11,0.05586,Normal
12708,553,0,111054,152.88253,0,27,1,0,0,1,8,18,0,0,0,11,0.0853,Normal
12709,603,0,112054,95.27536,0,0,1,0,0,0,35,0,0,0,0,1,0.00625,Normal
12710,603,0,112054,150.84711,0,0,1,0,0,0,4,0,0,0,0,1,0.00854,Normal
12711,603,0,112054,148.15082,0,0,1,0,0,0,6,0,0,0,0,1,0.00583,Normal
12712,603,0,112054,119.45175,0,0,1,0,0,0,3,0,0,0,0,1,0.00688,Normal
12713,603,0,112054,154.08651,0,0,1,0,0,0,13,0,0,0,0,1,0.00878,Normal
12714,603,0,112054,97.43611,0,0,1,0,0,0,52,0,0,0,0,1,0.00629,Normal
12715,603,0,112054,167.13381,0,0,1,0,0,0,2,0,0,0,0,1,0.00992,Normal
12716,603,0,112100,0,0,18,0,0,0,0,0,13,114,13,112.46476,0,0.60652,Normal
12717,603,0,112054,133.35236,0,0,1,0,0,0,1,0,0,0,0,1,0.00582,Normal
12718,603,0,112054,148.80962,0,0,1,0,0,0,2,0,0,0,0,1,0.00582,Normal
12719,603,0,112054,154.07296,0,0,1,0,0,0,45,0,0,0,0,1,0.00877,Normal
12720,603,0,112054,213.85247,0,0,1,0,0,0,10,0,0,0,0,1,0.01682,Normal
12721,603,0,112054,111.52277,0,0,1,0,0,0,69,0,0,0,0,1,0.00663,Normal
12722,603,0,112054,166.52326,0,0,1,0,0,0,39,0,0,0,0,1,0.00986,Normal
12723,603,0,112054,123.73026,0,0,1,0,0,0,67,0,0,0,0,1,0.00704,Normal
12724,603,0,112054,123.95204,0,0,1,0,0,0,26,0,0,0,0,1,0.00705,Normal
12725,603,0,112054,85.99555,0,0,1,0,0,0,10,0,0,0,0,1,0.00585,Normal
12726,603,0,112054,157.90985,0,0,1,0,0,0,68,0,0,0,0,1,0.00908,Normal
12727,603,1,112023,0,1,0,0,0,0,0,0,0,0,13,123.1019,0,0.22017,Normal
12728,603,0,112054,139.66488,0,0,1,0,0,0,27,0,0,0,0,1,0.00782,Normal
12729,603,0,112054,104.42889,0,0,1,0,0,0,64,0,0,0,0,1,0.00644,Normal
12730,603,0,112054,145.21148,0,0,1,0,0,0,51,0,0,0,0,1,0.00816,Normal
12731,603,0,112054,115.76283,0,0,1,0,0,0,24,0,0,0,0,1,0.00676,Normal
12732,603,0,112054,140.40525,0,0,1,0,0,0,17,0,0,0,0,1,0.00786,Normal
12733,603,0,112054,136.02094,0,0,1,0,0,0,34,0,0,0,0,1,0.00762,Normal
12734,603,0,112054,55.7764,0,0,1,0,0,0,2,0,0,0,0,1,0.00582,Normal
12735,603,0,112054,75.56008,0,0,1,0,0,0,7,0,0,0,0,1,0.00583,Normal
12736,603,0,112054,97.03212,0,0,1,0,0,0,66,0,0,0,0,1,0.00628,Normal
12737,603,0,112054,124.10565,0,0,1,0,0,0,49,0,0,0,0,1,0.00706,Normal
12738,603,0,112054,158.35706,0,0,1,0,0,0,32,0,0,0,0,1,0.00913,Normal
12739,603,0,112054,157.53498,0,0,1,0,0,0,60,0,0,0,0,1,0.00905,Normal
12740,603,0,112054,108.46196,0,0,1,0,0,0,70,0,0,0,0,1,0.00654,Normal
12741,603,0,112054,127.26198,0,0,1,0,0,0,16,0,0,0,0,1,0.00719,Normal
12742,603,0,112054,97.38555,0,0,1,0,0,0,57,0,0,0,0,1,0.00629,Normal
12743,603,0,112054,106.17992,0,0,1,0,0,0,21,0,0,0,0,1,0.00649,Normal
12744,603,0,112054,161.60377,0,0,1,0,0,0,15,0,0,0,0,1,0.00941,Normal
12745,603,0,112054,160.81469,0,0,1,0,0,0,62,0,0,0,0,1,0.00933,Normal
12746,603,0,112054,139.52441,0,0,1,0,0,0,61,0,0,0,0,1,0.0078,Normal
12747,603,0,112054,95.89412,0,0,1,0,0,0,4,0,0,0,0,1,0.00587,Normal
12748,603,0,112054,85.38434,0,0,1,0,0,0,8,0,0,0,0,1,0.00585,Normal
12749,603,0,112054,89.0525,0,0,1,0,0,0,23,0,0,0,0,1,0.00614,Normal
12750,603,0,112054,148.72822,0,0,1,0,0,0,46,0,0,0,0,1,0.00839,Normal
12751,603,0,112054,79.08555,0,0,1,0,0,0,6,0,0,0,0,1,0.00583,Normal
12752,603,0,112054,100.84439,0,0,1,0,0,0,1,0,0,0,0,1,0.00636,Normal
12753,603,0,112100,0,0,18,0,0,0,0,0,5,83,5,201.93494,0,0.4654,Normal
12754,603,0,112054,106.02487,0,0,1,0,0,0,28,0,0,0,0,1,0.00648,Normal
12755,603,0,112054,96.13848,0,0,1,0,0,0,53,0,0,0,0,1,0.00626,Normal
12756,603,0,112054,146.50946,0,0,1,0,0,0,22,0,0,0,0,1,0.00824,Normal
12757,603,0,112054,88.80833,0,0,1,0,0,0,12,0,0,0,0,1,0.00585,Normal
12758,603,0,112054,81.1763,0,0,1,0,0,0,5,0,0,0,0,1,0.00584,Normal
12759,603,0,112054,92.0624,0,0,1,0,0,0,36,0,0,0,0,1,0.00619,Normal
12760,603,1,112061,0,1,0,0,0,0,0,0,0,0,13,134.29469,0,0.22392,Normal
12761,603,0,112054,121.15535,0,0,1,0,0,0,31,0,0,0,0,1,0.00695,Normal
12762,603,0,112100,0,0,18,0,0,0,0,0,13,114,13,123.96292,0,0.6101,Normal
12763,603,0,112054,110.17542,0,0,1,0,0,0,50,0,0,0,0,1,0.00659,Normal
12764,603,0,112054,79.05696,0,0,1,0,0,0,41,0,0,0,0,1,0.00605,Normal
12765,603,0,112100,0,0,18,0,0,0,0,0,13,114,13,87.59683,0,0.5915,Normal
12766,603,0,112054,164.71635,0,0,1,0,0,0,25,0,0,0,0,1,0.00969,Normal
12767,603,0,112054,158.71753,0,0,1,0,0,0,63,0,0,0,0,1,0.00915,Normal
12768,603,0,112054,66.21432,0,0,1,0,0,0,11,0,0,0,0,1,0.00584,Normal
12769,603,0,112054,118.92731,0,0,1,0,0,0,44,0,0,0,0,1,0.00687,Normal
12770,603,0,112054,140.23607,0,0,1,0,0,0,33,0,0,0,0,1,0.00785,Normal
12771,603,1,112073,0,14,0,0,0,0,0,0,0,0,13,136.03878,0,0.22655,Flooding
12772,603,0,112054,146.08718,0,0,1,0,0,0,55,0,0,0,0,1,0.00821,Normal
12773,603,0,112054,118.81077,0,0,1,0,0,0,40,0,0,0,0,1,0.00686,Normal
12774,603,0,112054,121.40777,0,0,1,0,0,0,48,0,0,0,0,1,0.00695,Normal
12775,603,0,112054,137.35411,0,0,1,0,0,0,5,0,0,0,0,1,0.00582,Normal
12776,603,0,112054,103.418,0,0,1,0,0,0,20,0,0,0,0,1,0.00642,Normal
12777,603,0,112054,105.14618,0,0,1,0,0,0,65,0,0,0,0,1,0.00646,Normal
12778,603,0,112054,91.01503,0,0,1,0,0,0,54,0,0,0,0,1,0.00617,Normal
12779,603,0,112054,106.54232,0,0,1,0,0,0,11,0,0,0,0,1,0.00649,Normal
12780,603,0,112054,167.29115,0,0,1,0,0,0,7,0,0,0,0,1,0.00994,Normal
12781,603,0,112054,151.84085,0,0,1,0,0,0,18,0,0,0,0,1,0.00861,Normal
12782,603,0,112054,114.87851,0,0,1,0,0,0,56,0,0,0,0,1,0.00673,Normal
12783,603,1,112087,0,1,0,0,0,0,0,0,0,0,13,87.94208,0,0.21147,Normal
12784,603,0,112054,115.31525,0,0,1,0,0,0,43,0,0,0,0,1,0.00675,Normal
12785,603,0,112054,104.24619,0,0,1,0,0,0,5,0,0,0,0,1,0.00643,Normal
12786,603,0,112054,170.71234,0,0,1,0,0,0,14,0,0,0,0,1,0.01028,Normal
12787,603,0,112054,125.2708,0,0,1,0,0,0,6,0,0,0,0,1,0.00711,Normal
12788,603,1,112092,0,1,0,0,0,0,0,0,0,0,13,139.05389,0,0.22697,Normal
12789,603,0,112054,65.85675,0,0,1,0,0,0,9,0,0,0,0,1,0.00582,Normal
12790,603,0,112054,107.36022,0,0,1,0,0,0,12,0,0,0,0,1,0.00652,Normal
12791,603,0,112054,149.57054,0,0,1,0,0,0,38,0,0,0,0,1,0.00845,Normal
12792,603,0,112054,153.32939,0,0,1,0,0,0,37,0,0,0,0,1,0.00872,Normal
12793,603,0,112054,74.28449,0,0,1,0,0,0,9,0,0,0,0,1,0.00603,Normal
12794,603,0,112054,118.60787,0,0,1,0,0,0,59,0,0,0,0,1,0.00685,Normal
12795,653,0,113079,10.18262,0,28,1,0,0,1,5,85,0,0,0,10,0.31025,Normal
12796,653,0,113069,87.84499,0,28,1,0,0,1,25,46,0,0,0,1,0.26955,Normal
12797,653,1,113006,0,1,28,0,0,0,1,0,0,583,13,101.04838,0,1.99178,Normal
12798,653,1,113007,0,1,28,0,0,0,1,0,0,597,13,132.28331,0,2.00419,Normal
12799,653,0,113078,10.5483,0,28,1,0,0,1,4,144,0,28,159.31297,6,0.41433,Normal
12800,653,0,113069,18.09306,0,28,1,0,0,1,22,46,0,0,0,1,0.25128,Normal
12801,653,0,113100,26.40429,0,28,1,0,0,0,0,0,0,0,0,2,0.01659,Normal
12802,653,1,113012,0,1,27,0,0,0,0,0,0,0,13,157.75032,0,1.99846,Normal
12803,653,0,113069,41.43058,0,28,1,0,0,1,7,46,0,0,0,1,0.28162,Normal
12804,653,0,113069,32.34589,0,28,1,0,0,1,6,46,0,0,0,1,0.27404,Normal
12805,653,0,113069,67.46563,0,28,1,0,0,1,24,46,0,0,0,1,0.26524,Normal
12806,653,0,113076,9.89583,0,28,1,0,0,1,1,181,0,0,0,7,0.48283,Normal
12807,653,0,113069,45.56136,0,28,1,0,0,1,23,46,0,0,0,1,0.27212,Normal
12808,653,1,113021,0,1,28,0,0,0,1,0,0,368,13,160.0438,0,2.01837,Normal
12809,653,0,113069,30.36531,0,28,1,0,0,1,4,46,0,0,0,1,0.08714,Normal
12810,653,0,113069,27.363,0,28,1,0,0,1,14,46,0,0,0,1,0.24884,Normal
12811,653,0,113069,67.00032,0,28,1,0,0,1,12,46,0,0,0,1,0.26697,Normal
12812,653,0,113069,47.35574,0,28,1,0,0,1,16,46,0,0,0,1,0.2742,Normal
12813,653,1,113029,0,1,27,0,1,1,0,0,0,227,219,105.6244,0,2.68543,Normal
12814,653,1,113031,0,1,28,0,0,0,1,0,0,46,13,176.40744,0,1.97648,Normal
12815,653,1,113032,0,1,28,0,0,0,1,0,0,451,13,143.4233,0,2.01676,Normal
12816,653,0,113078,7.74417,0,28,1,0,0,1,2,144,0,28,171.92921,6,0.40949,Normal
12817,653,0,113076,3.41122,0,28,1,0,0,1,2,78,0,0,0,7,0.30607,Normal
12818,653,1,113040,0,1,27,0,0,0,0,0,0,0,13,79.19069,0,2.07544,Normal
12819,653,1,113041,0,1,28,0,0,0,1,0,0,365,13,167.70328,0,2.02519,Normal
12820,653,0,113079,4.44753,0,28,1,0,0,1,1,44,0,0,0,10,0.24419,Normal
12821,653,0,113069,3.0131,0,28,1,0,0,1,20,46,0,0,0,1,0.25576,Normal
12822,653,0,113029,4.93085,0,28,1,0,0,1,1,241,0,8,101.42024,9,0.5851,Normal
12823,653,1,113048,0,1,28,0,0,0,1,0,0,632,13,142.88258,0,2.01964,Normal
12824,653,0,113078,18.05472,0,28,1,0,0,1,1,144,0,8,170.03658,6,0.42735,Normal
12825,653,0,113060,8.94941,0,28,1,0,0,1,2,88,0,0,0,8,0.31523,Normal
12826,653,0,113069,14.65919,0,28,1,0,0,1,2,46,0,0,0,1,0.26133,Normal
12827,653,0,113093,13.24974,0,28,1,0,0,1,3,160,0,37,145.34528,11,0.44579,Normal
12828,653,0,113078,5.51235,0,28,1,0,0,1,3,144,0,28,162.13718,6,0.43354,Normal
12829,653,0,113079,9.29489,0,28,1,0,0,1,4,58,0,0,0,10,0.26679,Normal
12830,653,1,113057,0,1,28,0,0,0,1,0,0,538,13,86.33219,0,2.0502,Normal
12831,653,0,113093,15.66866,0,28,1,0,0,1,4,160,0,37,146.47911,11,0.44613,Normal
12832,653,1,113060,0,1,27,0,2,1,0,0,0,137,85,124.07749,0,1.31841,Normal
12833,653,0,113069,44.14658,0,28,1,0,0,1,8,46,0,0,0,1,0.09098,Normal
12834,653,0,113069,64.89299,0,28,1,0,0,1,9,46,0,0,0,1,0.26981,Normal
12835,653,0,113100,12.76251,0,28,1,0,0,0,0,0,0,0,0,2,0.0186,Normal
12836,653,0,113079,8.03296,0,28,1,0,0,1,2,88,0,0,0,10,0.31541,Normal
12837,653,0,113060,15.16869,0,28,1,0,0,1,1,58,0,0,0,8,0.27077,Normal
12838,653,0,113100,72.79616,0,28,1,0,0,0,0,0,0,0,0,2,0.01606,Normal
12839,653,0,113069,23.97977,0,28,1,0,0,1,3,46,0,0,0,1,0.27338,Normal
12840,653,1,113069,0,20,8,0,26,1,0,0,0,1180,46,93.93772,0,2.46398,Flooding
12841,653,0,113093,10.88666,0,28,1,0,0,1,2,160,0,36,145.17662,11,0.43222,Normal
12842,653,0,113069,41.71318,0,28,1,0,0,1,15,46,0,0,0,1,0.25034,Normal
12843,653,1,113072,0,1,28,0,0,0,1,0,0,726,13,122.44562,0,1.99095,Normal
12844,653,0,113069,56.36342,0,28,1,0,0,1,19,46,0,0,0,1,0.0929,Normal
12845,653,0,113069,79.26672,0,28,1,0,0,1,10,46,0,0,0,1,0.27179,Normal
12846,653,1,113075,0,1,28,0,0,0,1,0,0,633,13,135.58222,0,2.00145,Normal
12847,653,1,113076,0,1,27,0,3,1,0,0,0,424,180,94.10864,0,2.59556,Normal
12848,653,0,113069,47.5737,0,28,1,0,0,1,26,46,0,0,0,1,0.25778,Normal
12849,653,1,113078,0,1,27,0,5,1,0,0,0,687,116,167.18329,0,2.50689,Normal
12850,653,1,113079,0,1,27,0,5,1,0,0,0,301,85,122.27536,0,1.67592,Normal
12851,653,1,113080,0,1,28,0,0,0,1,0,0,448,13,119.85108,0,1.98487,Normal
12852,653,0,113069,77.7689,0,28,1,0,0,1,21,46,0,0,0,1,0.2743,Normal
12853,653,0,113076,8.98182,0,28,1,0,0,1,3,181,0,0,0,7,0.46587,Normal
12854,653,0,113069,11.60925,0,28,1,0,0,1,1,46,0,0,0,1,0.0851,Normal
12855,653,0,113069,64.24436,0,28,1,0,0,1,11,46,0,0,0,1,0.25809,Normal
12856,653,0,113079,16.54677,0,28,1,0,0,1,3,37,0,0,0,10,0.24799,Normal
12857,653,0,113069,12.11385,0,28,1,0,0,1,13,46,0,0,0,1,0.27238,Normal
12858,653,0,113078,21.85392,0,28,1,0,0,1,5,144,0,28,167.50743,6,0.40799,Normal
12859,653,0,113093,15.77597,0,28,1,0,0,1,1,160,0,10,139.05389,11,0.27179,Normal
12860,653,1,113093,0,1,27,0,4,1,0,0,0,592,123,152.91177,0,2.31779,Normal
12861,653,0,113069,65.19492,0,28,1,0,0,1,5,37,0,0,0,1,0.24079,Normal
12862,653,0,113069,148.30098,0,28,1,0,0,1,17,46,0,0,0,1,0.34766,Normal
12863,653,1,113097,0,1,28,0,0,0,1,0,0,357,13,133.86313,0,1.99253,Normal
12864,653,0,113069,45.52617,0,28,1,0,0,1,18,46,0,0,0,1,0.26256,Normal
12865,703,0,201012,27.32688,0,0,1,0,0,0,25,0,0,0,0,1,0.00613,Normal
12866,703,0,201100,0,0,12,0,0,0,0,0,13,141,13,101.04838,0,0.64272,Normal
12867,703,0,201100,0,0,12,0,0,0,0,0,6,148,6,132.28331,0,0.57432,Normal
12868,703,0,201012,35.93199,0,0,1,0,0,0,4,0,0,0,0,1,0.00582,Normal
12869,703,0,201040,33.61006,0,0,1,0,0,0,22,0,0,0,0,2,0.00582,Normal
12870,703,0,201012,27.61137,0,0,1,0,0,0,7,0,0,0,0,1,0.00588,Normal
12871,703,0,201012,37.68554,0,0,1,0,0,0,6,0,0,0,0,1,0.00585,Normal
12872,703,0,201040,59.88468,0,0,1,0,0,0,24,0,0,0,0,2,0.006,Normal
12873,703,0,201040,46.72669,0,0,1,0,0,0,1,0,0,0,0,2,0.00582,Normal
12874,703,0,201012,29.11812,0,0,1,0,0,0,23,0,0,0,0,1,0.0059,Normal
12875,703,0,201100,0,0,12,0,0,0,0,0,2,152,2,160.0438,0,0.44461,Normal
12876,703,0,201012,36.10038,0,0,1,0,0,0,4,0,0,0,0,1,0.00585,Normal
12877,703,1,201024,0,1,0,0,0,0,0,0,0,0,13,84.0995,0,0.25478,Normal
12878,703,0,201040,59.27993,0,0,1,0,0,0,12,0,0,0,0,2,0.00599,Normal
12879,703,0,201012,38.65109,0,0,1,0,0,0,16,0,0,0,0,1,0.0059,Normal
12880,703,0,201012,38.83725,0,0,1,0,0,0,2,0,0,0,0,1,0.00582,Normal
12881,703,0,201100,0,0,12,0,0,0,0,0,2,139,2,167.70328,0,0.48238,Normal
12882,703,0,201040,17.36573,0,0,1,0,0,0,20,0,0,0,0,2,0.00581,Normal
12883,703,0,201040,24.40505,0,0,1,0,0,0,1,0,0,0,0,2,0.00582,Normal
12884,703,0,201100,0,0,12,0,0,0,0,0,2,152,2,142.88258,0,0.48826,Normal
12885,703,0,201012,48.84796,0,0,1,0,0,0,1,0,0,0,0,1,0.00583,Normal
12886,703,0,201040,27.48507,0,0,1,0,0,0,2,0,0,0,0,2,0.00582,Normal
12887,703,0,201012,60.92784,0,0,1,0,0,0,3,0,0,0,0,1,0.00582,Normal
12888,703,0,201012,27.57275,0,0,1,0,0,0,3,0,0,0,0,1,0.00582,Normal
12889,703,0,201012,57.63587,0,0,1,0,0,0,4,0,0,0,0,1,0.00583,Normal
12890,703,0,201100,0,0,12,0,0,0,0,0,6,148,6,124.07749,0,1.44214,Normal
12891,703,0,201012,23.48519,0,0,1,0,0,0,8,0,0,0,0,1,0.00589,Normal
12892,703,0,201040,53.3594,0,0,1,0,0,0,9,0,0,0,0,2,0.00598,Normal
12893,703,0,201040,39.88672,0,0,1,0,0,0,3,0,0,0,0,2,0.00584,Normal
12894,703,0,201012,78.95404,0,0,1,0,0,0,2,0,0,0,0,1,0.00582,Normal
12895,703,0,201012,44.27672,0,0,1,0,0,0,15,0,0,0,0,1,0.00588,Normal
12896,703,0,201100,0,0,12,0,0,0,0,0,10,144,10,122.44562,0,0.6102,Normal
12897,703,0,201012,34.31407,0,0,1,0,0,0,19,0,0,0,0,1,0.00594,Normal
12898,703,0,201012,18.3441,0,0,1,0,0,0,10,0,0,0,0,1,0.00606,Normal
12899,703,0,201100,0,0,12,0,0,0,0,0,2,149,2,94.10864,0,0.09496,Normal
12900,703,0,201012,18.85028,0,0,1,0,0,0,26,0,0,0,0,1,0.0059,Normal
12901,703,0,201100,0,0,12,0,0,0,0,0,4,150,4,122.27536,0,1.08575,Normal
12902,703,0,201100,0,0,12,0,0,0,0,0,13,141,13,119.85108,0,0.65292,Normal
12903,703,0,201040,67.80879,0,0,1,0,0,0,21,0,0,0,0,2,0.00605,Normal
